Incident_ID,Timestamp,District,Province,Zone,Latitude,Longitude,Incident_Type,Severity_Level,Priority_Label,Affected_Population,Displaced_Population,Casualties,Missing_Persons,Required_Resources,Response_Time_Mins,Status,Reported_By,Report_Channel,Report_Language,Weather_Condition,Has_Photo_Evidence,Has_Video_Evidence,Offline_Submission,Is_Verified,Verified_By,Volunteers_Dispatched,Tasks_Created,Tasks_Completed,Relief_Tokens_Issued,Psych_Support_Needed,Damage_Category,Estimated_Loss_LKR,Is_Monsoon_Season,Month,Hour_Of_Day,Day_Of_Week
INC-2022-0291,2022-11-04T21:53:57.000Z,Matara,Southern,WET,6.045143,80.566609,Flood,2,MEDIUM,3027,0,0,0,Rescue Teams,85,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,OVERCAST,False,False,False,False,,0,0,0,0,False,RESIDENTIAL,102254,True,11,21,4
INC-2022-0316,2022-11-07T03:35:12.000Z,NuwaraEliya,Central,HILL,6.962833,80.878337,Building Collapse,2,MEDIUM,5603,0,0,0,Ambulances,171,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAINY,False,False,False,True,DMC_OFFICER,2,1,0,0,False,RESIDENTIAL,171326,True,11,3,0
INC-2022-1493,2022-11-09T16:10:58.000Z,Matale,Central,HILL,7.483604,80.600531,Landslide,1,LOW,2055,0,0,0,Dry Rations|Excavators,107,RESOLVED,VOLUNTEER,MOBILE_APP,SINHALA,OVERCAST,True,False,False,False,,0,0,0,0,False,RESIDENTIAL,0,True,11,16,2
INC-2022-0634,2022-11-10T14:15:11.000Z,Batticaloa,Eastern,EAST_NORTH,7.872235,81.743073,Flood,2,MEDIUM,511,0,0,0,Boats|Dry Rations,129,RESOLVED,VOLUNTEER,PHONE_CALL,ENGLISH,OVERCAST,False,False,False,False,,0,0,0,0,False,NONE,0,True,11,14,3
INC-2022-0470,2022-11-11T01:51:43.000Z,Kegalle,Sabaragamuwa,WET,7.240265,80.322686,Flood,2,MEDIUM,1294,0,0,0,Dry Rations|Tarpaulins|Medical Kits|Boats,115,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,FOG,True,False,False,True,GRAMA_NILADHARI,2,1,0,0,False,INFRASTRUCTURE,181293,True,11,1,4
INC-2022-1250,2022-11-12T21:33:41.000Z,Anuradhapura,NorthCentral,DRY,8.405967,80.545691,Flood,1,LOW,61,0,0,0,Water Pumps|Boats,227,CLOSED,SENSOR,WEB_DASHBOARD,SINHALA,RAINY,False,False,True,True,DMC_OFFICER,0,0,0,0,False,MIXED,0,True,11,21,5
INC-2022-0693,2022-11-13T09:10:03.000Z,Ratnapura,Sabaragamuwa,WET,6.712269,80.377351,Flood,2,MEDIUM,1372,0,0,0,Medical Kits|Boats|Tarpaulins|Rescue Teams,94,RESOLVED,CITIZEN,FIELD_REPORT,SINHALA,RAINY,False,False,True,False,,2,2,1,0,False,INFRASTRUCTURE,2167209,True,11,9,6
INC-2022-0484,2022-11-13T09:14:18.000Z,Hambantota,Southern,DRY,6.203988,81.018951,High Winds/Cyclone,2,MEDIUM,105,0,0,0,Emergency Shelters,35,RESOLVED,SENSOR,MOBILE_APP,SINHALA,RAINY,True,False,False,True,VOLUNTEER,1,2,1,0,False,AGRICULTURAL,195808,True,11,9,6
INC-2022-0349,2022-11-14T02:07:31.000Z,Colombo,Western,WET,6.948219,79.91784,Flood,2,MEDIUM,55892,0,0,0,Boats|Water Pumps|Rescue Teams,51,RESOLVED,CITIZEN,SMS,TAMIL,FOG,False,False,True,True,GRAMA_NILADHARI,0,0,0,0,False,MIXED,1832065,True,11,2,0
INC-2022-0935,2022-11-15T04:20:27.000Z,Puttalam,NorthWestern,DRY,7.83689,80.173511,Flash Flood,2,MEDIUM,968,0,0,0,Rescue Teams|Water Pumps|Medical Kits,52,RESOLVED,SENSOR,MOBILE_APP,SINHALA,OVERCAST,True,True,False,True,LOCAL_AUTHORITY,3,4,0,0,False,RESIDENTIAL,4698,True,11,4,1
INC-2022-0696,2022-11-15T10:09:39.000Z,Kilinochchi,Northern,EAST_NORTH,9.42478,80.326759,Flash Flood,2,MEDIUM,187,0,0,0,Rescue Teams,152,IN_PROGRESS,VOLUNTEER,FIELD_REPORT,ENGLISH,RAINY,False,False,False,False,,3,1,0,0,False,INFRASTRUCTURE,52043,True,11,10,1
INC-2022-0815,2022-11-16T14:53:31.000Z,Vavuniya,Northern,EAST_NORTH,8.620873,80.420168,Flash Flood,2,MEDIUM,1346,0,1,0,Dry Rations,218,RESOLVED,DMC_OFFICER,WEB_DASHBOARD,SINHALA,PARTLY_CLOUDY,False,False,False,True,VOLUNTEER,3,2,0,0,False,INFRASTRUCTURE,923639,True,11,14,2
INC-2022-0771,2022-11-17T04:45:11.000Z,Galle,Southern,WET,5.942414,80.388116,Flood,1,LOW,1055,0,0,0,Rescue Teams|Medical Kits|Boats|Tarpaulins,69,RESOLVED,SENSOR,MOBILE_APP,SINHALA,RAINY,False,False,False,False,,0,0,0,0,False,NONE,0,True,11,4,3
INC-2022-0280,2022-11-17T10:34:49.000Z,Badulla,Uva,HILL,7.099092,81.18754,Flood,2,MEDIUM,302,0,0,0,Dry Rations,113,RESOLVED,SENSOR,MOBILE_APP,ENGLISH,PARTLY_CLOUDY,False,False,False,True,DMC_OFFICER,3,2,0,0,False,INFRASTRUCTURE,5616011,True,11,10,3
INC-2022-0369,2022-11-18T06:08:29.000Z,Colombo,Western,WET,6.923164,79.940017,Flood,2,MEDIUM,603,0,0,0,Tarpaulins|Water Pumps,223,RESOLVED,VOLUNTEER,FIELD_REPORT,SINHALA,PARTLY_CLOUDY,True,False,False,True,DMC_OFFICER,0,0,0,0,False,AGRICULTURAL,2635592,True,11,6,4
INC-2022-0317,2022-11-19T17:02:12.000Z,Anuradhapura,NorthCentral,DRY,8.350604,80.536962,Flood,1,LOW,175,0,0,0,Rescue Teams|Water Pumps|Boats|Tarpaulins,107,RESOLVED,DMC_OFFICER,SMS,ENGLISH,RAINY,False,True,False,True,VOLUNTEER,0,0,0,0,False,INFRASTRUCTURE,0,True,11,17,5
INC-2022-0069,2022-11-21T19:09:47.000Z,Gampaha,Western,WET,7.036281,79.92865,Flood,1,LOW,48,0,0,0,Boats|Rescue Teams|Tarpaulins|Medical Kits,178,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,OVERCAST,True,False,False,True,DMC_OFFICER,0,0,0,0,False,NONE,0,True,11,19,0
INC-2022-0048,2022-11-21T22:56:04.000Z,Kegalle,Sabaragamuwa,WET,7.252321,80.446165,Flash Flood,2,MEDIUM,6002,0,0,0,Medical Kits|Water Pumps|Boats,34,RESOLVED,CITIZEN,WEB_DASHBOARD,SINHALA,FOG,False,False,False,True,DMC_OFFICER,1,1,1,0,False,MIXED,2953909,True,11,22,0
INC-2022-0837,2022-11-22T13:29:15.000Z,Matara,Southern,WET,5.975071,80.59734,Flash Flood,2,MEDIUM,3354,0,0,0,Boats|Dry Rations|Water Pumps|Medical Kits,77,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,PARTLY_CLOUDY,False,False,True,True,LOCAL_AUTHORITY,0,0,0,0,False,INFRASTRUCTURE,702663,True,11,13,1
INC-2022-0956,2022-11-22T18:29:38.000Z,Puttalam,NorthWestern,DRY,7.996522,80.092491,Medical Emergency,2,MEDIUM,8699,0,0,0,Medical Kits|Blood Supplies|Ambulances|Rescue Teams,122,CLOSED,VOLUNTEER,MOBILE_APP,ENGLISH,OVERCAST,False,True,False,True,GRAMA_NILADHARI,2,1,1,0,False,RESIDENTIAL,20006439,True,11,18,1
INC-2022-1479,2022-11-25T08:44:39.000Z,Gampaha,Western,WET,7.18019,79.992405,Flood,2,MEDIUM,4460,0,0,0,Medical Kits|Tarpaulins|Rescue Teams|Water Pumps,75,RESOLVED,VOLUNTEER,MOBILE_APP,TAMIL,RAINY,False,False,False,True,VOLUNTEER,2,2,1,0,False,AGRICULTURAL,530550,True,11,8,4
INC-2022-0649,2022-11-25T19:32:35.000Z,NuwaraEliya,Central,HILL,6.905039,80.752468,Landslide,2,MEDIUM,455,0,2,0,Medical Kits|Ambulances|Search Dogs|Rescue Teams,43,RESOLVED,CITIZEN,WEB_DASHBOARD,SINHALA,RAINY,False,True,False,False,,1,2,2,0,False,NONE,0,True,11,19,4
INC-2022-0432,2022-11-26T10:40:09.000Z,Trincomalee,Eastern,EAST_NORTH,8.451379,81.079805,Forest Fire,2,MEDIUM,1708,0,0,0,Rescue Teams|Helicopters|Fire Trucks|Medical Kits,243,RESOLVED,VOLUNTEER,MOBILE_APP,SINHALA,PARTLY_CLOUDY,True,False,False,False,,2,1,1,0,False,RESIDENTIAL,3128394,True,11,10,5
INC-2022-0264,2022-12-01T23:07:35.000Z,Trincomalee,Eastern,EAST_NORTH,8.549631,81.06316,Forest Fire,2,MEDIUM,2825,0,0,0,Rescue Teams|Medical Kits|Helicopters,58,RESOLVED,SENSOR,WEB_DASHBOARD,ENGLISH,PARTLY_CLOUDY,False,False,False,False,,2,1,1,0,False,AGRICULTURAL,15843592,True,12,23,3
INC-2022-1097,2022-12-02T11:08:17.000Z,Mannar,Northern,EAST_NORTH,8.80885,80.009322,Medical Emergency,2,MEDIUM,1274,0,0,0,Rescue Teams,121,CLOSED,CITIZEN,WEB_DASHBOARD,SINHALA,RAINY,False,False,False,True,DMC_OFFICER,1,2,2,0,False,INFRASTRUCTURE,1698218,True,12,11,4
INC-2022-0196,2022-12-04T08:44:39.000Z,Kilinochchi,Northern,EAST_NORTH,9.279241,80.396436,Flood,1,LOW,1548,0,0,0,Boats|Rescue Teams|Dry Rations|Water Pumps,171,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAINY,False,False,True,False,,0,0,0,0,False,AGRICULTURAL,0,True,12,8,6
INC-2022-0003,2022-12-04T15:11:51.000Z,Ampara,Eastern,EAST_NORTH,7.422851,81.791893,Landslide,2,MEDIUM,493,0,0,0,Search Dogs,127,RESOLVED,VOLUNTEER,SMS,SINHALA,OVERCAST,False,False,False,True,VOLUNTEER,0,0,0,0,True,AGRICULTURAL,531482,True,12,15,6
INC-2022-0267,2022-12-05T04:57:32.000Z,Mannar,Northern,EAST_NORTH,8.848495,80.060211,Medical Emergency,2,MEDIUM,1127,0,0,0,Medical Kits|Blood Supplies,187,RESOLVED,VOLUNTEER,MOBILE_APP,SINHALA,RAINY,False,False,False,False,,3,3,3,0,False,AGRICULTURAL,79038,True,12,4,0
INC-2022-1227,2022-12-06T03:22:05.000Z,Badulla,Uva,HILL,6.805219,81.088398,Forest Fire,2,MEDIUM,1162,0,0,0,Water Tankers|Fire Trucks,98,IN_PROGRESS,MEDIA,MOBILE_APP,ENGLISH,STORMY,False,True,False,True,GRAMA_NILADHARI,3,1,0,0,False,INFRASTRUCTURE,2954717,True,12,3,1
INC-2022-1289,2022-12-08T23:11:46.000Z,Kurunegala,NorthWestern,DRY,7.500572,80.178548,Flood,2,MEDIUM,3752,0,0,0,Water Pumps|Dry Rations|Medical Kits|Tarpaulins,71,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,OVERCAST,True,False,False,False,,1,2,0,0,False,NONE,0,True,12,23,3
INC-2022-1228,2022-12-10T20:01:06.000Z,Anuradhapura,NorthCentral,DRY,8.214746,80.546511,Flood,1,LOW,6711,0,0,0,Boats|Tarpaulins|Water Pumps|Rescue Teams,84,RESOLVED,DMC_OFFICER,PHONE_CALL,ENGLISH,STORMY,False,False,False,True,VOLUNTEER,0,0,0,0,False,NONE,0,True,12,20,5
INC-2022-0110,2022-12-12T02:44:07.000Z,Kalutara,Western,WET,6.596792,80.124202,Flood,2,MEDIUM,5422,0,0,0,Rescue Teams|Water Pumps,284,RESOLVED,CITIZEN,SMS,SINHALA,OVERCAST,False,False,True,False,,1,1,0,0,False,NONE,0,True,12,2,0
INC-2022-1055,2022-12-12T21:13:21.000Z,Ratnapura,Sabaragamuwa,WET,6.611855,80.550032,Flood,2,MEDIUM,1889,0,0,0,Dry Rations,69,RESOLVED,VOLUNTEER,FIELD_REPORT,SINHALA,RAINY,False,True,False,True,DMC_OFFICER,3,1,0,0,False,RESIDENTIAL,3678657,True,12,21,0
INC-2022-0962,2022-12-13T09:44:39.000Z,Colombo,Western,WET,6.904569,79.895789,Flood,1,LOW,3115,0,0,0,Tarpaulins,172,RESOLVED,LOCAL_AUTHORITY,MOBILE_APP,SINHALA,FOG,True,False,False,False,,0,0,0,0,False,MIXED,0,True,12,9,1
INC-2022-0539,2022-12-15T03:30:45.000Z,Kurunegala,NorthWestern,DRY,7.534545,80.38693,Flood,2,MEDIUM,2767,0,0,0,Boats|Medical Kits|Water Pumps|Dry Rations,88,CLOSED,VOLUNTEER,MOBILE_APP,ENGLISH,OVERCAST,True,True,False,False,,1,2,0,0,False,RESIDENTIAL,530106,True,12,3,3
INC-2022-0257,2022-12-15T13:37:13.000Z,Kurunegala,NorthWestern,DRY,7.482952,80.342545,Flood,1,LOW,471,0,0,0,Medical Kits|Tarpaulins,162,RESOLVED,VOLUNTEER,MOBILE_APP,TAMIL,PARTLY_CLOUDY,True,False,True,True,DMC_OFFICER,0,0,0,0,False,RESIDENTIAL,0,True,12,13,3
INC-2022-0442,2022-12-19T05:08:58.000Z,Monaragala,Uva,DRY,6.792471,81.292911,Flood,2,MEDIUM,1686,0,3,0,Dry Rations|Medical Kits|Water Pumps|Tarpaulins,175,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,FOG,True,True,False,False,,3,2,2,0,False,NONE,0,True,12,5,0
INC-2022-0017,2022-12-20T07:59:05.000Z,Colombo,Western,WET,6.937927,79.886953,Flash Flood,2,MEDIUM,1820,0,0,0,Water Pumps|Medical Kits,241,RESOLVED,LOCAL_AUTHORITY,MOBILE_APP,ENGLISH,RAINY,False,False,True,False,,2,3,0,0,False,AGRICULTURAL,165575,True,12,7,1
INC-2022-1202,2022-12-20T15:16:34.000Z,Trincomalee,Eastern,EAST_NORTH,8.647771,81.262004,Flood,2,MEDIUM,252,0,0,0,Rescue Teams,72,RESOLVED,DMC_OFFICER,MOBILE_APP,SINHALA,OVERCAST,True,False,False,False,,2,1,0,0,False,AGRICULTURAL,1835916,True,12,15,1
INC-2022-1147,2022-12-21T04:55:34.000Z,NuwaraEliya,Central,HILL,6.828352,80.781376,Landslide,1,LOW,390,0,0,0,Ambulances,437,RESOLVED,DMC_OFFICER,MOBILE_APP,TAMIL,FOG,False,True,False,True,DMC_OFFICER,0,0,0,0,False,MIXED,0,True,12,4,2
INC-2022-0231,2022-12-21T13:22:20.000Z,Colombo,Western,WET,6.871335,79.883188,Flood,2,MEDIUM,2979,0,0,0,Dry Rations|Rescue Teams|Medical Kits,103,IN_PROGRESS,CITIZEN,WEB_DASHBOARD,SINHALA,OVERCAST,False,False,True,False,,3,2,2,0,False,NONE,0,True,12,13,2
INC-2022-1161,2022-12-23T05:40:47.000Z,Anuradhapura,NorthCentral,DRY,8.171278,80.470223,High Winds/Cyclone,2,MEDIUM,310,0,0,0,Generators|Medical Kits,70,RESOLVED,CITIZEN,PHONE_CALL,SINHALA,SUNNY,False,False,False,True,DMC_OFFICER,0,0,0,0,False,MIXED,8885593,True,12,5,4
INC-2022-0864,2022-12-25T03:17:00.000Z,Mannar,Northern,EAST_NORTH,8.954623,79.99603,Flash Flood,2,MEDIUM,539,0,0,0,Boats|Medical Kits|Rescue Teams|Water Pumps,189,RESOLVED,SENSOR,WEB_DASHBOARD,SINHALA,STORMY,False,False,True,True,DMC_OFFICER,1,1,0,0,False,NONE,0,True,12,3,6
INC-2022-0552,2022-12-31T12:24:52.000Z,Batticaloa,Eastern,EAST_NORTH,7.72715,81.708026,Flood,1,LOW,23,0,0,0,Water Pumps|Dry Rations|Rescue Teams|Tarpaulins,289,CLOSED,VOLUNTEER,MOBILE_APP,TAMIL,PARTLY_CLOUDY,True,False,False,True,VOLUNTEER,0,0,0,0,False,NONE,0,True,12,12,5
INC-2023-0595,2023-01-01T18:18:38.000Z,Gampaha,Western,WET,7.174574,80.031896,Flash Flood,2,MEDIUM,1000,0,0,0,Boats|Dry Rations,61,IN_PROGRESS,MEDIA,WEB_DASHBOARD,SINHALA,FOG,True,True,False,False,,1,2,0,0,False,NONE,0,False,1,18,6
INC-2023-0805,2023-01-02T21:07:56.000Z,NuwaraEliya,Central,HILL,6.813381,80.696985,Landslide,1,LOW,296,0,0,0,Dry Rations|Medical Kits|Rescue Teams|Excavators,242,RESOLVED,CITIZEN,WEB_DASHBOARD,SINHALA,STORMY,False,False,False,False,,0,0,0,0,False,INFRASTRUCTURE,0,False,1,21,0
INC-2023-0758,2023-01-04T05:12:50.000Z,Matara,Southern,WET,6.076377,80.44145,Landslide,1,LOW,776,0,0,0,Dry Rations|Ambulances|Excavators,175,RESOLVED,DMC_OFFICER,MOBILE_APP,SINHALA,PARTLY_CLOUDY,True,False,False,True,DMC_OFFICER,0,0,0,0,True,AGRICULTURAL,0,False,1,5,2
INC-2023-0861,2023-01-04T15:20:33.000Z,Gampaha,Western,WET,7.115494,80.067526,High Winds/Cyclone,2,MEDIUM,2344,0,0,0,Dry Rations|Generators|Rescue Teams|Emergency Shelters,74,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,OVERCAST,True,True,False,False,,0,0,0,0,False,MIXED,603060,False,1,15,2
INC-2023-1241,2023-01-07T06:12:18.000Z,Vavuniya,Northern,EAST_NORTH,8.785052,80.525377,Earthquake,3,HIGH,1296,179,0,0,Emergency Shelters,37,RESOLVED,DMC_OFFICER,MOBILE_APP,SINHALA,PARTLY_CLOUDY,True,False,False,True,DMC_OFFICER,6,1,0,29,False,INFRASTRUCTURE,850301,False,1,6,5
INC-2023-0543,2023-01-09T10:44:42.000Z,Colombo,Western,WET,6.946523,79.867674,Earthquake,2,MEDIUM,15152,0,0,0,Ambulances,171,RESOLVED,CITIZEN,WEB_DASHBOARD,TAMIL,FOG,False,False,False,False,,3,3,1,0,False,AGRICULTURAL,173593,False,1,10,0
INC-2023-1477,2023-01-12T17:19:50.000Z,Kilinochchi,Northern,EAST_NORTH,9.220092,80.304333,Flood,2,MEDIUM,283,0,0,0,Medical Kits|Rescue Teams|Dry Rations,83,RESOLVED,VOLUNTEER,MOBILE_APP,ENGLISH,STORMY,False,False,False,False,,1,2,0,0,False,AGRICULTURAL,384890,False,1,17,3
INC-2023-1388,2023-01-14T15:49:01.000Z,Ratnapura,Sabaragamuwa,WET,6.587577,80.423604,Flood,2,MEDIUM,2486,0,0,0,Water Pumps|Dry Rations|Boats|Medical Kits,69,RESOLVED,SENSOR,SMS,ENGLISH,FOG,False,False,False,False,,0,0,0,0,False,AGRICULTURAL,641280,False,1,15,5
INC-2023-1269,2023-01-15T18:41:23.000Z,Kilinochchi,Northern,EAST_NORTH,9.312272,80.395593,Flood,3,HIGH,743,261,5,3,Dry Rations|Boats|Water Pumps,47,RESOLVED,SENSOR,FIELD_REPORT,SINHALA,STORMY,False,False,False,True,GRAMA_NILADHARI,4,4,4,52,False,AGRICULTURAL,2057272,False,1,18,6
INC-2023-1252,2023-01-17T14:05:55.000Z,Ampara,Eastern,EAST_NORTH,7.284277,81.524458,Flash Flood,2,MEDIUM,767,0,8,2,Boats|Medical Kits|Rescue Teams|Water Pumps,159,RESOLVED,CITIZEN,PHONE_CALL,SINHALA,OVERCAST,False,False,False,True,GRAMA_NILADHARI,1,1,1,0,False,AGRICULTURAL,3002374,False,1,14,1
INC-2023-1255,2023-01-17T16:26:47.000Z,Mullaitivu,Northern,EAST_NORTH,9.165366,80.658704,Flood,2,MEDIUM,1215,0,0,0,Water Pumps|Boats|Medical Kits|Dry Rations,237,RESOLVED,LOCAL_AUTHORITY,MOBILE_APP,SINHALA,OVERCAST,False,False,False,False,,1,1,0,0,False,INFRASTRUCTURE,1493051,False,1,16,1
INC-2023-0360,2023-01-18T12:39:52.000Z,Colombo,Western,WET,6.914764,79.859073,Flash Flood,2,MEDIUM,880,0,0,0,Medical Kits|Rescue Teams|Dry Rations|Water Pumps,171,CLOSED,VOLUNTEER,MOBILE_APP,ENGLISH,OVERCAST,False,True,False,False,,3,2,1,0,False,RESIDENTIAL,2032618,False,1,12,2
INC-2023-0876,2023-01-19T14:28:55.000Z,Kalutara,Western,WET,6.49192,80.096047,Flood,2,MEDIUM,1706,0,0,0,Medical Kits|Rescue Teams|Dry Rations|Tarpaulins,49,RESOLVED,CITIZEN,WEB_DASHBOARD,ENGLISH,STORMY,False,False,False,True,GRAMA_NILADHARI,1,1,1,0,False,RESIDENTIAL,58926,False,1,14,3
INC-2023-0243,2023-01-19T17:44:05.000Z,Vavuniya,Northern,EAST_NORTH,8.828442,80.369525,Medical Emergency,1,LOW,309,0,0,0,Rescue Teams|Ambulances|Blood Supplies,424,RESOLVED,VOLUNTEER,FIELD_REPORT,SINHALA,PARTLY_CLOUDY,False,False,False,False,,0,0,0,0,False,RESIDENTIAL,0,False,1,17,3
INC-2023-1020,2023-01-24T11:07:19.000Z,Polonnaruwa,NorthCentral,DRY,7.911367,81.090626,Flash Flood,2,MEDIUM,743,0,0,0,Medical Kits|Boats,50,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,PARTLY_CLOUDY,True,False,False,False,,2,1,1,0,False,RESIDENTIAL,128350,False,1,11,1
INC-2023-1143,2023-01-25T16:58:33.000Z,Monaragala,Uva,DRY,6.659861,81.233896,Drought,1,LOW,671,0,0,0,Livestock Feed|Medical Kits,106,RESOLVED,SENSOR,MOBILE_APP,ENGLISH,STORMY,False,False,False,False,,0,0,0,0,False,AGRICULTURAL,0,False,1,16,2
INC-2023-0285,2023-01-26T08:35:49.000Z,Hambantota,Southern,DRY,6.281473,81.124786,Coastal Erosion,2,MEDIUM,1721,0,0,0,Rescue Teams|Emergency Shelters|Boats,24,RESOLVED,SENSOR,MOBILE_APP,ENGLISH,OVERCAST,False,False,True,True,GRAMA_NILADHARI,0,0,0,0,False,NONE,0,False,1,8,3
INC-2023-0376,2023-01-27T02:17:54.000Z,Mullaitivu,Northern,EAST_NORTH,9.373631,80.606795,Drought,1,LOW,559,0,0,0,Medical Kits|Livestock Feed|Water Tankers,465,RESOLVED,CITIZEN,FIELD_REPORT,SINHALA,OVERCAST,False,False,True,False,,0,0,0,0,False,INFRASTRUCTURE,0,False,1,2,4
INC-2023-0559,2023-01-31T20:59:36.000Z,Trincomalee,Eastern,EAST_NORTH,8.653983,81.008415,Drought,3,HIGH,12804,7532,0,0,Dry Rations|Medical Kits|Water Tankers,46,RESOLVED,VOLUNTEER,MOBILE_APP,SINHALA,STORMY,False,False,False,True,GRAMA_NILADHARI,4,3,0,2510,False,MIXED,1141915,False,1,20,1
INC-2023-0453,2023-02-01T19:10:51.000Z,Anuradhapura,NorthCentral,DRY,8.381619,80.442411,Flash Flood,2,MEDIUM,74,0,2,0,Rescue Teams,45,IN_PROGRESS,VOLUNTEER,MOBILE_APP,TAMIL,PARTLY_CLOUDY,False,True,False,False,,1,1,0,0,False,AGRICULTURAL,453941,False,2,19,2
INC-2023-1267,2023-02-03T00:10:04.000Z,Polonnaruwa,NorthCentral,DRY,8.138595,81.00651,Flash Flood,1,LOW,375,0,0,0,Dry Rations,171,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,OVERCAST,False,True,False,False,,0,0,0,0,False,AGRICULTURAL,0,False,2,0,4
INC-2023-0878,2023-02-05T13:24:59.000Z,Vavuniya,Northern,EAST_NORTH,8.619817,80.309414,Landslide,1,LOW,163,0,2,0,Search Dogs|Rescue Teams|Ambulances,459,RESOLVED,VOLUNTEER,PHONE_CALL,ENGLISH,RAINY,False,False,False,True,DMC_OFFICER,0,0,0,0,False,MIXED,0,False,2,13,6
INC-2023-0958,2023-02-08T06:48:28.000Z,NuwaraEliya,Central,HILL,6.875223,80.643089,Landslide,2,MEDIUM,3019,0,0,0,Rescue Teams|Ambulances,45,RESOLVED,CITIZEN,SMS,TAMIL,RAINY,False,False,False,False,,2,1,1,0,False,MIXED,864557,False,2,6,2
INC-2023-1373,2023-02-08T22:42:57.000Z,Kilinochchi,Northern,EAST_NORTH,9.234104,80.292629,Landslide,2,MEDIUM,722,0,0,0,Ambulances|Medical Kits|Rescue Teams|Excavators,149,RESOLVED,SENSOR,MOBILE_APP,SINHALA,OVERCAST,True,False,False,True,LOCAL_AUTHORITY,2,1,1,0,False,AGRICULTURAL,59552079,False,2,22,2
INC-2023-0058,2023-02-10T10:09:53.000Z,Ampara,Eastern,EAST_NORTH,7.25783,81.605783,Flood,2,MEDIUM,10234,0,0,0,Medical Kits,209,RESOLVED,VOLUNTEER,FIELD_REPORT,ENGLISH,PARTLY_CLOUDY,False,False,False,False,,2,1,0,0,False,NONE,0,False,2,10,4
INC-2023-1244,2023-02-12T04:01:19.000Z,Mullaitivu,Northern,EAST_NORTH,9.239657,80.791084,Flash Flood,1,LOW,591,0,0,0,Boats,205,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAINY,True,False,False,False,,0,0,0,0,False,MIXED,0,False,2,4,6
INC-2023-0910,2023-02-13T02:50:23.000Z,Anuradhapura,NorthCentral,DRY,8.452067,80.319837,Building Collapse,2,MEDIUM,2355,0,0,0,Search Dogs|Excavators|Medical Kits|Ambulances,53,RESOLVED,DMC_OFFICER,SMS,SINHALA,STORMY,True,True,False,False,,3,1,0,0,False,AGRICULTURAL,346741,False,2,2,0
INC-2023-0117,2023-02-15T22:03:34.000Z,Kilinochchi,Northern,EAST_NORTH,9.265739,80.240071,Building Collapse,1,LOW,437,0,0,0,Medical Kits|Rescue Teams,222,RESOLVED,CITIZEN,PHONE_CALL,SINHALA,RAINY,False,False,False,False,,0,0,0,0,False,AGRICULTURAL,0,False,2,22,2
INC-2023-0998,2023-02-19T02:16:48.000Z,Mullaitivu,Northern,EAST_NORTH,9.336052,80.686872,Flood,2,MEDIUM,233,0,0,0,Medical Kits|Water Pumps|Dry Rations,384,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,PARTLY_CLOUDY,True,True,False,True,GRAMA_NILADHARI,1,2,1,0,False,RESIDENTIAL,21898702,False,2,2,6
INC-2023-0969,2023-02-21T03:53:26.000Z,Kandy,Central,HILL,7.385489,80.64689,Drought,2,MEDIUM,174,0,0,0,Livestock Feed|Medical Kits|Dry Rations,67,RESOLVED,DMC_OFFICER,MOBILE_APP,SINHALA,RAINY,True,False,False,False,,1,1,0,0,False,NONE,0,False,2,3,1
INC-2023-0802,2023-02-24T22:15:40.000Z,Mannar,Northern,EAST_NORTH,9.105365,79.894042,Forest Fire,1,LOW,3900,0,0,0,Helicopters|Water Tankers,623,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,FOG,True,False,False,False,,0,0,0,0,False,MIXED,0,False,2,22,4
INC-2023-0255,2023-02-26T03:28:17.000Z,Kalutara,Western,WET,6.515298,80.195334,Flash Flood,3,HIGH,753,306,1,2,Dry Rations|Boats|Water Pumps,99,RESOLVED,CITIZEN,WEB_DASHBOARD,SINHALA,RAINY,False,False,False,True,DMC_OFFICER,4,1,0,102,False,RESIDENTIAL,3872264,False,2,3,6
INC-2023-1048,2023-02-26T13:24:46.000Z,Trincomalee,Eastern,EAST_NORTH,8.425963,81.027089,Medical Emergency,1,LOW,5219,0,0,0,Rescue Teams|Ambulances,97,RESOLVED,SENSOR,MOBILE_APP,ENGLISH,RAINY,True,True,False,False,,0,0,0,0,False,NONE,0,False,2,13,6
INC-2023-1259,2023-02-26T15:08:53.000Z,Vavuniya,Northern,EAST_NORTH,8.747029,80.482024,Drought,1,LOW,424,0,0,0,Water Tankers|Dry Rations|Livestock Feed|Medical Kits,420,RESOLVED,DMC_OFFICER,WEB_DASHBOARD,SINHALA,STORMY,True,False,False,True,LOCAL_AUTHORITY,0,0,0,0,False,AGRICULTURAL,0,False,2,15,6
