Incident_ID,Timestamp,District,Zone,Incident_Type,Severity_Level,Affected_Population,Casualties,Required_Resources,Response_Time_Mins,Status,Reported_By
INC-2026-2417,2026-03-21T07:17:07.678Z,Jaffna,EAST_NORTH,Drought,1,24274,0,Water Bowsers|Dry Rations,3950,RESOLVED,OFFICER
INC-2020-2418,2020-10-06T20:22:32.647Z,Colombo,WET,Animal Attack,1,2,1,Wildlife Officers|Veterinary Kits,61,RESOLVED,CITIZEN
INC-2019-2419,2019-11-21T14:31:02.179Z,Gampaha,WET,Animal Attack,1,6,0,Wildlife Officers|Veterinary Kits,64,RESOLVED,OFFICER
INC-2021-2420,2021-02-10T16:09:09.483Z,Badulla,HILL,Forest Fire,1,76,0,Fire Trucks|Air Support,228,RESOLVED,OFFICER
INC-2023-2421,2023-08-14T07:14:20.570Z,Anuradhapura,DRY,Drought,3,53202,0,Water Bowsers|Dry Rations,3224,RESOLVED,CITIZEN
INC-2023-2422,2023-07-02T23:06:17.109Z,Ratnapura,HILL,Landslide,2,642,0,Dry Rations|Medical Kits,175,RESOLVED,SENSOR
INC-2023-2423,2023-11-29T04:54:39.765Z,Trincomalee,EAST_NORTH,Drought,2,43682,0,Water Bowsers|Dry Rations,1671,RESOLVED,CITIZEN
INC-2019-2424,2019-03-13T00:12:33.981Z,Gampaha,WET,Flood,2,2784,0,Dry Rations|Medical Kits,46,RESOLVED,CITIZEN
INC-2020-2425,2020-10-02T02:42:56.795Z,Kalutara,WET,Flood,4,19264,8,Boats|Rescue Teams|Dry Rations|Medical Kits,31,RESOLVED,CITIZEN
INC-2024-2426,2024-06-14T05:07:23.913Z,Matara,WET,Flood,3,11358,0,Boats|Rescue Teams|Dry Rations|Medical Kits,68,RESOLVED,CITIZEN
INC-2018-2427,2018-02-07T15:37:23.740Z,Matale,HILL,Landslide,1,495,0,Dry Rations|Medical Kits,152,RESOLVED,CITIZEN
INC-2021-2428,2021-01-21T06:09:18.255Z,Monaragala,DRY,Flood,1,427,0,Dry Rations|Medical Kits,29,RESOLVED,CITIZEN
INC-2023-2429,2023-06-02T23:32:10.929Z,Mullaitivu,EAST_NORTH,Drought,1,8520,0,Water Bowsers|Dry Rations,3456,RESOLVED,CITIZEN
INC-2023-2430,2023-06-22T04:50:34.262Z,Matara,WET,High Winds/Cyclone,2,2776,0,,99,RESOLVED,CITIZEN
INC-2022-2431,2022-05-28T08:41:16.716Z,Kegalle,HILL,Landslide,2,384,0,Dry Rations|Medical Kits,171,RESOLVED,OFFICER
INC-2019-2432,2019-05-04T12:08:43.141Z,Kandy,HILL,Landslide,2,282,0,Dry Rations|Medical Kits,112,RESOLVED,SENSOR
INC-2023-2433,2023-10-31T03:44:58.826Z,Gampaha,WET,Flood,1,689,0,Dry Rations|Medical Kits,104,RESOLVED,OFFICER
INC-2021-2434,2021-05-01T06:08:40.592Z,Colombo,WET,Flood,4,3008,6,Boats|Rescue Teams|Dry Rations|Medical Kits,87,RESOLVED,SENSOR
INC-2021-2435,2021-07-24T15:37:34.636Z,Kandy,HILL,Landslide,3,1329,0,Boats|Rescue Teams|Dry Rations|Medical Kits,41,RESOLVED,CITIZEN
INC-2024-2436,2024-07-10T23:00:01.483Z,Ratnapura,HILL,Landslide,1,158,0,Dry Rations|Medical Kits,154,RESOLVED,CITIZEN
INC-2020-2437,2020-09-25T22:28:32.950Z,Kurunegala,DRY,Animal Attack,1,1,1,Wildlife Officers|Veterinary Kits,84,RESOLVED,CITIZEN
INC-2022-2438,2022-04-07T02:54:26.991Z,Ampara,EAST_NORTH,Flood,2,7556,0,Dry Rations|Medical Kits,89,RESOLVED,SENSOR
INC-2020-2439,2020-06-27T16:20:11.448Z,Matara,WET,Flood,3,10611,0,Boats|Rescue Teams|Dry Rations|Medical Kits,23,RESOLVED,OFFICER
INC-2018-2440,2018-09-25T10:07:31.770Z,Monaragala,DRY,Drought,3,136245,0,Water Bowsers|Dry Rations,3217,RESOLVED,CITIZEN
INC-2025-2441,2025-01-24T22:49:38.742Z,Jaffna,EAST_NORTH,High Winds/Cyclone,2,2484,0,,58,RESOLVED,OFFICER
INC-2022-2442,2022-11-01T23:29:30.276Z,Anuradhapura,DRY,Forest Fire,4,244,0,Fire Trucks|Air Support,237,RESOLVED,OFFICER
INC-2023-2443,2023-07-05T23:48:51.230Z,Badulla,HILL,Landslide,1,417,0,Dry Rations|Medical Kits,124,RESOLVED,OFFICER
INC-2021-2444,2021-09-09T21:00:42.105Z,Gampaha,WET,Flood,4,5312,7,Boats|Rescue Teams|Dry Rations|Medical Kits,77,RESOLVED,CITIZEN
INC-2020-2445,2020-04-16T10:16:58.997Z,Kalutara,WET,High Winds/Cyclone,1,1346,0,,109,RESOLVED,SENSOR
INC-2024-2446,2024-04-13T10:24:46.396Z,Puttalam,DRY,Flood,1,1395,0,Dry Rations|Medical Kits,80,RESOLVED,SENSOR
INC-2020-2447,2020-08-14T00:10:41.193Z,Matale,HILL,Landslide,1,81,0,Dry Rations|Medical Kits,102,RESOLVED,OFFICER
INC-2018-2448,2018-08-30T18:39:04.588Z,Batticaloa,EAST_NORTH,Forest Fire,1,98,0,Fire Trucks|Air Support,128,RESOLVED,CITIZEN
INC-2019-2449,2019-06-02T07:13:38.040Z,Kegalle,HILL,Landslide,5,2150,3,Boats|Rescue Teams|Dry Rations|Medical Kits,50,RESOLVED,CITIZEN
INC-2019-2450,2019-02-16T07:12:17.725Z,Kalutara,WET,Landslide,1,189,0,Dry Rations|Medical Kits,124,RESOLVED,OFFICER
INC-2023-2451,2023-11-19T10:28:15.705Z,Matara,WET,Animal Attack,2,6,1,Wildlife Officers|Veterinary Kits,52,RESOLVED,CITIZEN
INC-2020-2452,2020-03-31T11:35:38.667Z,Colombo,WET,Animal Attack,1,4,1,Wildlife Officers|Veterinary Kits,62,RESOLVED,CITIZEN
INC-2019-2453,2019-01-09T10:13:26.470Z,Matara,WET,Flood,2,2336,0,Dry Rations|Medical Kits,88,RESOLVED,OFFICER
INC-2020-2454,2020-04-03T21:33:44.056Z,Mannar,DRY,High Winds/Cyclone,4,9648,6,,112,RESOLVED,CITIZEN
INC-2026-2455,2026-04-02T14:19:16.521Z,Badulla,HILL,Landslide,1,148,0,Dry Rations|Medical Kits,170,RESOLVED,SENSOR
INC-2020-2456,2020-02-22T09:24:58.416Z,Kurunegala,DRY,Flood,3,7947,0,Boats|Rescue Teams|Dry Rations|Medical Kits,69,RESOLVED,OFFICER
INC-2023-2457,2023-07-31T07:39:18.104Z,Colombo,WET,Flood,2,812,0,Dry Rations|Medical Kits,37,RESOLVED,OFFICER
INC-2021-2458,2021-09-09T04:55:35.511Z,Kilinochchi,EAST_NORTH,Drought,1,38322,0,Water Bowsers|Dry Rations,1750,RESOLVED,SENSOR
INC-2020-2459,2020-06-21T07:08:59.058Z,Badulla,HILL,Flood,3,2844,0,Boats|Rescue Teams|Dry Rations|Medical Kits,56,RESOLVED,SENSOR
INC-2026-2460,2026-01-03T12:32:07.908Z,Matale,HILL,Flood,3,10242,0,Boats|Rescue Teams|Dry Rations|Medical Kits,99,RESOLVED,CITIZEN
INC-2018-2461,2018-07-09T11:16:36.093Z,Matara,WET,Flood,1,684,0,Dry Rations|Medical Kits,105,RESOLVED,CITIZEN
INC-2020-2462,2020-08-01T23:56:14.974Z,Matara,WET,Flood,1,956,0,Dry Rations|Medical Kits,62,RESOLVED,CITIZEN
INC-2022-2463,2022-03-22T12:17:18.780Z,Kalutara,WET,Flood,1,1581,0,Dry Rations|Medical Kits,31,RESOLVED,CITIZEN
INC-2025-2464,2025-08-26T02:48:56.913Z,Gampaha,WET,Flood,3,12951,0,Boats|Rescue Teams|Dry Rations|Medical Kits,119,RESOLVED,OFFICER
INC-2025-2465,2025-12-23T12:04:13.982Z,Badulla,HILL,High Winds/Cyclone,1,268,0,,98,RESOLVED,OFFICER
INC-2024-2466,2024-02-25T06:06:50.718Z,Ampara,EAST_NORTH,Flood,3,9486,0,Boats|Rescue Teams|Dry Rations|Medical Kits,31,RESOLVED,OFFICER
INC-2020-2467,2020-10-16T22:22:03.753Z,Ratnapura,HILL,Animal Attack,1,2,0,Wildlife Officers|Veterinary Kits,45,RESOLVED,CITIZEN
INC-2025-2468,2025-08-14T06:45:04.189Z,Nuwara Eliya,HILL,Landslide,2,988,0,Dry Rations|Medical Kits,167,RESOLVED,OFFICER
INC-2023-2469,2023-07-17T14:17:24.693Z,Mullaitivu,EAST_NORTH,Drought,2,86662,0,Water Bowsers|Dry Rations,3008,RESOLVED,OFFICER
INC-2022-2470,2022-11-02T18:30:43.658Z,Monaragala,DRY,Flood,1,291,0,Dry Rations|Medical Kits,80,RESOLVED,CITIZEN
INC-2026-2471,2026-03-25T02:59:33.071Z,Colombo,WET,Flood,2,2876,0,Dry Rations|Medical Kits,48,RESOLVED,SENSOR
INC-2021-2472,2021-04-16T20:56:34.073Z,Matale,HILL,Landslide,1,389,0,Dry Rations|Medical Kits,85,RESOLVED,CITIZEN
INC-2018-2473,2018-04-26T01:53:07.662Z,Monaragala,DRY,Flood,1,1007,0,Dry Rations|Medical Kits,16,RESOLVED,CITIZEN
INC-2026-2474,2026-03-08T20:09:22.932Z,Galle,WET,Animal Attack,1,1,1,Wildlife Officers|Veterinary Kits,56,RESOLVED,CITIZEN
INC-2025-2475,2025-02-16T15:01:01.220Z,Mullaitivu,EAST_NORTH,Flood,5,3725,7,Boats|Rescue Teams|Dry Rations|Medical Kits,95,RESOLVED,CITIZEN
INC-2022-2476,2022-09-01T10:09:43.665Z,Galle,WET,Flood,2,2704,0,Dry Rations|Medical Kits,48,RESOLVED,OFFICER
INC-2019-2477,2019-06-04T08:14:27.292Z,Colombo,WET,Flood,3,11277,0,Boats|Rescue Teams|Dry Rations|Medical Kits,28,RESOLVED,MEDIA
INC-2018-2478,2018-07-03T08:05:36.677Z,Colombo,WET,Flood,2,1024,0,Dry Rations|Medical Kits,18,RESOLVED,CITIZEN
INC-2018-2479,2018-05-26T10:48:34.017Z,Colombo,WET,Flood,2,6916,0,Dry Rations|Medical Kits,36,RESOLVED,SENSOR
INC-2020-2480,2020-03-04T17:15:38.208Z,Batticaloa,EAST_NORTH,High Winds/Cyclone,1,160,0,,97,RESOLVED,OFFICER
INC-2024-2481,2024-01-26T12:58:55.099Z,Mannar,DRY,Flood,3,13545,0,Boats|Rescue Teams|Dry Rations|Medical Kits,18,RESOLVED,OFFICER
INC-2019-2482,2019-01-11T15:13:36.545Z,Kurunegala,DRY,Flood,3,7875,0,Boats|Rescue Teams|Dry Rations|Medical Kits,95,RESOLVED,CITIZEN
INC-2019-2483,2019-12-10T23:47:34.398Z,Badulla,HILL,Flood,3,8316,0,Boats|Rescue Teams|Dry Rations|Medical Kits,29,RESOLVED,CITIZEN
INC-2020-2484,2020-12-03T15:47:48.648Z,Kurunegala,DRY,Flood,4,10144,7,Boats|Rescue Teams|Dry Rations|Medical Kits,109,RESOLVED,OFFICER
INC-2023-2485,2023-10-12T17:27:23.229Z,Mullaitivu,EAST_NORTH,Animal Attack,1,7,1,Wildlife Officers|Veterinary Kits,86,RESOLVED,CITIZEN
INC-2023-2486,2023-07-28T05:28:03.613Z,Ratnapura,HILL,Flood,1,912,0,Dry Rations|Medical Kits,25,RESOLVED,CITIZEN
INC-2023-2487,2023-12-28T23:13:56.764Z,Mannar,DRY,Flood,4,13136,1,Boats|Rescue Teams|Dry Rations|Medical Kits,39,RESOLVED,CITIZEN
INC-2023-2488,2023-12-26T17:40:07.483Z,Badulla,HILL,Flood,2,3888,0,Dry Rations|Medical Kits,64,RESOLVED,OFFICER
INC-2025-2489,2025-08-24T05:42:48.176Z,Galle,WET,Flood,1,1642,0,Dry Rations|Medical Kits,26,RESOLVED,CITIZEN
INC-2022-2490,2022-06-09T23:22:14.064Z,Polonnaruwa,DRY,Flood,2,7848,0,Dry Rations|Medical Kits,33,RESOLVED,OFFICER
INC-2023-2491,2023-03-08T22:09:17.571Z,Colombo,WET,Flood,3,11709,0,Boats|Rescue Teams|Dry Rations|Medical Kits,29,RESOLVED,CITIZEN
INC-2024-2492,2024-03-06T22:36:20.429Z,Matara,WET,Animal Attack,2,3,1,Wildlife Officers|Veterinary Kits,42,RESOLVED,CITIZEN
INC-2020-2493,2020-05-03T21:55:24.101Z,Colombo,WET,Flood,4,2400,1,Boats|Rescue Teams|Dry Rations|Medical Kits,23,RESOLVED,OFFICER
INC-2018-2494,2018-09-21T03:07:44.213Z,Matale,HILL,Flood,2,3328,0,Dry Rations|Medical Kits,22,RESOLVED,CITIZEN
INC-2018-2495,2018-08-05T08:46:08.597Z,Matara,WET,Flood,4,7680,0,Boats|Rescue Teams|Dry Rations|Medical Kits,54,RESOLVED,OFFICER
INC-2023-2496,2023-01-17T00:40:01.024Z,Matara,WET,Flood,1,1567,0,Dry Rations|Medical Kits,68,RESOLVED,CITIZEN
INC-2026-2497,2026-04-09T00:10:19.834Z,Batticaloa,EAST_NORTH,Flood,2,5912,0,Dry Rations|Medical Kits,40,RESOLVED,OFFICER
INC-2023-2498,2023-01-30T05:34:08.760Z,Matale,HILL,Landslide,2,614,0,Dry Rations|Medical Kits,145,RESOLVED,SENSOR
INC-2022-2499,2022-01-11T13:16:30.805Z,Kurunegala,DRY,Flood,4,10208,3,Boats|Rescue Teams|Dry Rations|Medical Kits,89,RESOLVED,MEDIA
INC-2019-2500,2019-02-08T20:47:24.732Z,Colombo,WET,Flood,3,6777,0,Boats|Rescue Teams|Dry Rations|Medical Kits,34,RESOLVED,SENSOR
INC-2020-2501,2020-12-17T11:03:33.748Z,Anuradhapura,DRY,Flood,2,4540,0,Dry Rations|Medical Kits,68,RESOLVED,OFFICER
INC-2023-2502,2023-12-17T22:15:32.648Z,Colombo,WET,Flood,1,1474,0,Dry Rations|Medical Kits,117,RESOLVED,CITIZEN
INC-2020-2503,2020-05-21T06:27:10.803Z,Nuwara Eliya,HILL,Landslide,2,158,0,Dry Rations|Medical Kits,81,RESOLVED,CITIZEN
INC-2023-2504,2023-02-21T12:56:38.716Z,Puttalam,DRY,Flood,2,5824,0,Dry Rations|Medical Kits,23,RESOLVED,MEDIA
INC-2019-2505,2019-08-31T10:48:58.717Z,Kalutara,WET,Flood,3,11142,0,Boats|Rescue Teams|Dry Rations|Medical Kits,31,RESOLVED,OFFICER
INC-2019-2506,2019-12-17T09:43:06.951Z,Galle,WET,Animal Attack,1,7,1,Wildlife Officers|Veterinary Kits,86,RESOLVED,CITIZEN
INC-2022-2507,2022-11-19T23:39:02.464Z,Kurunegala,DRY,High Winds/Cyclone,5,33600,1,,28,RESOLVED,OFFICER
INC-2022-2508,2022-11-13T10:53:56.889Z,Matale,HILL,Flood,4,15680,5,Boats|Rescue Teams|Dry Rations|Medical Kits,117,RESOLVED,OFFICER
INC-2020-2509,2020-10-06T20:49:26.980Z,Kalutara,WET,Flood,4,27968,3,Boats|Rescue Teams|Dry Rations|Medical Kits,112,RESOLVED,CITIZEN
INC-2024-2510,2024-04-27T08:32:31.036Z,Matara,WET,Flood,1,255,0,Dry Rations|Medical Kits,111,RESOLVED,OFFICER
INC-2021-2511,2021-06-23T03:53:57.611Z,Badulla,HILL,Landslide,4,868,2,Boats|Rescue Teams|Dry Rations|Medical Kits,172,RESOLVED,CITIZEN
INC-2025-2512,2025-05-24T13:36:23.767Z,Matale,HILL,Landslide,2,318,0,Dry Rations|Medical Kits,76,RESOLVED,OFFICER
INC-2025-2513,2025-06-23T22:16:31.471Z,Ratnapura,HILL,Landslide,1,333,0,Dry Rations|Medical Kits,159,RESOLVED,CITIZEN
INC-2024-2514,2024-07-09T05:11:01.291Z,Galle,WET,Flood,1,647,0,Dry Rations|Medical Kits,68,RESOLVED,CITIZEN
INC-2023-2515,2023-09-04T09:10:23.198Z,Anuradhapura,DRY,Animal Attack,2,1,2,Wildlife Officers|Veterinary Kits,73,RESOLVED,OFFICER
INC-2018-2516,2018-05-12T22:59:44.069Z,Matale,HILL,Flood,3,11943,0,Boats|Rescue Teams|Dry Rations|Medical Kits,100,RESOLVED,MEDIA
INC-2019-2517,2019-08-27T09:58:59.673Z,Gampaha,WET,Flood,3,14274,0,Boats|Rescue Teams|Dry Rations|Medical Kits,38,RESOLVED,CITIZEN
INC-2024-2518,2024-03-10T13:40:30.048Z,Colombo,WET,Flood,2,7000,0,Dry Rations|Medical Kits,84,RESOLVED,OFFICER
INC-2024-2519,2024-06-01T23:04:40.787Z,Galle,WET,Flood,1,1593,0,Dry Rations|Medical Kits,116,RESOLVED,OFFICER
INC-2025-2520,2025-06-26T22:50:50.406Z,Batticaloa,EAST_NORTH,Animal Attack,2,3,0,Wildlife Officers|Veterinary Kits,33,RESOLVED,OFFICER
INC-2023-2521,2023-09-15T16:56:44.938Z,Hambantota,DRY,Drought,3,53475,0,Water Bowsers|Dry Rations,3851,RESOLVED,CITIZEN
INC-2021-2522,2021-05-26T12:12:20.089Z,Anuradhapura,DRY,Animal Attack,1,10,2,Wildlife Officers|Veterinary Kits,84,RESOLVED,SENSOR
INC-2021-2523,2021-03-19T13:08:23.023Z,Nuwara Eliya,HILL,Animal Attack,1,1,0,Wildlife Officers|Veterinary Kits,34,RESOLVED,MEDIA
INC-2023-2524,2023-07-07T05:30:09.127Z,Kalutara,WET,High Winds/Cyclone,1,1595,0,,81,RESOLVED,CITIZEN
INC-2020-2525,2020-03-04T20:22:01.312Z,Kalutara,WET,Animal Attack,1,4,2,Wildlife Officers|Veterinary Kits,84,RESOLVED,CITIZEN
INC-2021-2526,2021-01-28T08:10:32.839Z,Galle,WET,Flood,4,19600,8,Boats|Rescue Teams|Dry Rations|Medical Kits,46,RESOLVED,CITIZEN
INC-2025-2527,2025-08-21T08:07:23.919Z,Kalutara,WET,Flood,1,720,0,Dry Rations|Medical Kits,103,RESOLVED,OFFICER
INC-2021-2528,2021-10-31T13:42:17.110Z,Gampaha,WET,Flood,2,6376,0,Dry Rations|Medical Kits,17,RESOLVED,OFFICER
INC-2025-2529,2025-05-03T13:59:43.552Z,Vavuniya,DRY,Flood,2,5876,0,Dry Rations|Medical Kits,23,RESOLVED,SENSOR
INC-2024-2530,2024-09-15T06:51:38.210Z,Vavuniya,DRY,Flood,4,13536,1,Boats|Rescue Teams|Dry Rations|Medical Kits,119,RESOLVED,SENSOR
INC-2022-2531,2022-09-12T19:40:59.340Z,Monaragala,DRY,Drought,4,50420,0,Water Bowsers|Dry Rations,3599,RESOLVED,OFFICER
INC-2021-2532,2021-08-20T07:05:00.144Z,Batticaloa,EAST_NORTH,Drought,2,32156,0,Water Bowsers|Dry Rations,2793,RESOLVED,CITIZEN
INC-2019-2533,2019-08-13T03:55:23.692Z,Jaffna,EAST_NORTH,Drought,1,11320,0,Water Bowsers|Dry Rations,3364,RESOLVED,MEDIA
INC-2023-2534,2023-04-05T00:23:03.315Z,Colombo,WET,Flood,1,1224,0,Dry Rations|Medical Kits,84,RESOLVED,CITIZEN
INC-2024-2535,2024-01-12T15:28:35.292Z,Polonnaruwa,DRY,Flood,2,6016,0,Dry Rations|Medical Kits,92,RESOLVED,CITIZEN
INC-2022-2536,2022-06-08T09:41:20.159Z,Ratnapura,HILL,Landslide,1,432,0,Dry Rations|Medical Kits,60,RESOLVED,OFFICER
INC-2020-2537,2020-05-02T21:24:09.007Z,Hambantota,DRY,Drought,4,45300,0,Water Bowsers|Dry Rations,1524,RESOLVED,CITIZEN
INC-2018-2538,2018-08-01T06:09:45.846Z,Kandy,HILL,Landslide,1,194,0,Dry Rations|Medical Kits,85,RESOLVED,CITIZEN
INC-2020-2539,2020-02-21T18:50:38.945Z,Puttalam,DRY,Flood,3,2790,0,Boats|Rescue Teams|Dry Rations|Medical Kits,41,RESOLVED,CITIZEN
INC-2022-2540,2022-08-19T06:30:30.780Z,Kalutara,WET,Flood,3,4284,0,Boats|Rescue Teams|Dry Rations|Medical Kits,76,RESOLVED,MEDIA
INC-2022-2541,2022-06-14T05:12:53.624Z,Matale,HILL,Flood,1,779,0,Dry Rations|Medical Kits,18,RESOLVED,CITIZEN
INC-2023-2542,2023-06-23T02:31:24.962Z,Kandy,HILL,High Winds/Cyclone,2,2696,0,,108,RESOLVED,OFFICER
INC-2025-2543,2025-04-08T11:24:39.150Z,Mannar,DRY,Drought,1,43477,0,Water Bowsers|Dry Rations,1684,RESOLVED,CITIZEN
INC-2023-2544,2023-07-25T12:57:28.438Z,Mannar,DRY,Animal Attack,1,2,1,Wildlife Officers|Veterinary Kits,80,RESOLVED,OFFICER
INC-2023-2545,2023-08-13T18:55:04.353Z,Badulla,HILL,High Winds/Cyclone,3,11979,0,,33,RESOLVED,CITIZEN
INC-2022-2546,2022-04-20T12:01:52.759Z,Badulla,HILL,Landslide,2,746,0,Dry Rations|Medical Kits,173,RESOLVED,CITIZEN
INC-2025-2547,2025-10-26T03:34:31.033Z,Badulla,HILL,Landslide,2,946,0,Dry Rations|Medical Kits,104,RESOLVED,CITIZEN
INC-2025-2548,2025-12-25T07:26:22.085Z,Mannar,DRY,Flood,4,19136,1,Boats|Rescue Teams|Dry Rations|Medical Kits,92,RESOLVED,OFFICER
INC-2025-2549,2025-06-29T19:18:37.723Z,Mullaitivu,EAST_NORTH,Drought,1,10079,0,Water Bowsers|Dry Rations,3698,RESOLVED,SENSOR
INC-2026-2550,2026-04-28T13:21:31.465Z,Kurunegala,DRY,High Winds/Cyclone,1,1747,0,,120,RESOLVED,OFFICER
INC-2021-2551,2021-02-10T06:28:31.550Z,Kalutara,WET,High Winds/Cyclone,5,8350,8,,108,RESOLVED,CITIZEN
INC-2021-2552,2021-04-08T20:06:47.087Z,Galle,WET,Landslide,1,142,0,Dry Rations|Medical Kits,30,RESOLVED,SENSOR
INC-2018-2553,2018-09-27T06:53:50.082Z,Matara,WET,Flood,3,9639,0,Boats|Rescue Teams|Dry Rations|Medical Kits,116,RESOLVED,OFFICER
INC-2022-2554,2022-11-14T09:44:02.012Z,Colombo,WET,Flood,3,12699,0,Boats|Rescue Teams|Dry Rations|Medical Kits,94,RESOLVED,MEDIA
INC-2022-2555,2022-12-21T00:46:57.988Z,Mannar,DRY,Flood,2,2976,0,Dry Rations|Medical Kits,93,RESOLVED,CITIZEN
INC-2024-2556,2024-01-13T09:56:08.412Z,Ampara,EAST_NORTH,High Winds/Cyclone,2,508,0,,91,RESOLVED,CITIZEN
INC-2021-2557,2021-09-03T01:50:15.561Z,Matara,WET,Flood,3,2988,0,Boats|Rescue Teams|Dry Rations|Medical Kits,114,RESOLVED,CITIZEN
INC-2018-2558,2018-02-15T21:03:52.823Z,Polonnaruwa,DRY,Flood,4,9296,4,Boats|Rescue Teams|Dry Rations|Medical Kits,85,RESOLVED,CITIZEN
INC-2019-2559,2019-12-15T03:53:45.542Z,Matale,HILL,Forest Fire,2,192,0,Fire Trucks|Air Support,156,RESOLVED,OFFICER
INC-2024-2560,2024-07-27T15:16:07.778Z,Kandy,HILL,Flood,2,3164,0,Dry Rations|Medical Kits,108,RESOLVED,CITIZEN
INC-2024-2561,2024-08-13T22:25:25.190Z,Mullaitivu,EAST_NORTH,Drought,2,46784,0,Water Bowsers|Dry Rations,3106,RESOLVED,OFFICER
INC-2023-2562,2023-11-25T14:24:24.562Z,Nuwara Eliya,HILL,Landslide,1,371,0,Dry Rations|Medical Kits,146,RESOLVED,OFFICER
INC-2021-2563,2021-12-04T23:34:17.407Z,Galle,WET,Flood,3,1530,0,Boats|Rescue Teams|Dry Rations|Medical Kits,26,RESOLVED,OFFICER
INC-2024-2564,2024-11-18T21:41:17.470Z,Mannar,DRY,Flood,2,3048,0,Dry Rations|Medical Kits,55,RESOLVED,OFFICER
INC-2018-2565,2018-01-07T18:08:07.963Z,Mannar,DRY,Flood,1,1687,0,Dry Rations|Medical Kits,69,RESOLVED,CITIZEN
INC-2024-2566,2024-03-30T15:35:58.051Z,Gampaha,WET,Flood,1,418,0,Dry Rations|Medical Kits,36,RESOLVED,CITIZEN
INC-2025-2567,2025-03-16T00:17:03.477Z,Nuwara Eliya,HILL,Flood,1,1585,0,Dry Rations|Medical Kits,106,RESOLVED,CITIZEN
INC-2022-2568,2022-07-16T17:05:59.724Z,Nuwara Eliya,HILL,Flood,3,17118,0,Boats|Rescue Teams|Dry Rations|Medical Kits,80,RESOLVED,SENSOR
INC-2026-2569,2026-03-07T16:29:35.132Z,Trincomalee,EAST_NORTH,Drought,3,107082,0,Water Bowsers|Dry Rations,2671,RESOLVED,CITIZEN
INC-2026-2570,2026-01-03T12:02:21.831Z,Kalutara,WET,Flood,3,4383,0,Boats|Rescue Teams|Dry Rations|Medical Kits,46,RESOLVED,CITIZEN
INC-2023-2571,2023-06-02T06:00:45.502Z,Kurunegala,DRY,Drought,2,45468,0,Water Bowsers|Dry Rations,4066,RESOLVED,OFFICER
INC-2022-2572,2022-10-22T22:43:37.809Z,Polonnaruwa,DRY,Drought,1,16016,0,Water Bowsers|Dry Rations,2278,RESOLVED,OFFICER
INC-2021-2573,2021-12-28T11:12:04.981Z,Puttalam,DRY,Flood,4,27920,5,Boats|Rescue Teams|Dry Rations|Medical Kits,18,RESOLVED,CITIZEN
INC-2024-2574,2024-12-29T13:13:25.119Z,Kalutara,WET,Flood,2,5108,0,Dry Rations|Medical Kits,15,RESOLVED,SENSOR
INC-2018-2575,2018-12-04T15:39:33.018Z,Colombo,WET,Flood,2,4496,0,Dry Rations|Medical Kits,60,RESOLVED,OFFICER
INC-2022-2576,2022-09-14T19:14:45.853Z,Batticaloa,EAST_NORTH,Animal Attack,2,4,1,Wildlife Officers|Veterinary Kits,31,RESOLVED,OFFICER
INC-2022-2577,2022-01-11T09:30:35.191Z,Anuradhapura,DRY,Flood,2,1200,0,Dry Rations|Medical Kits,103,RESOLVED,OFFICER
INC-2023-2578,2023-07-12T01:57:24.613Z,Kalutara,WET,Flood,2,4032,0,Dry Rations|Medical Kits,43,RESOLVED,OFFICER
INC-2019-2579,2019-05-20T00:01:57.627Z,Colombo,WET,Flood,3,3672,0,Boats|Rescue Teams|Dry Rations|Medical Kits,69,RESOLVED,OFFICER
INC-2023-2580,2023-03-14T00:21:05.369Z,Kegalle,HILL,Forest Fire,1,39,0,Fire Trucks|Air Support,178,RESOLVED,CITIZEN
INC-2018-2581,2018-05-29T01:18:38.829Z,Ampara,EAST_NORTH,Flood,4,27904,0,Boats|Rescue Teams|Dry Rations|Medical Kits,108,RESOLVED,OFFICER
INC-2024-2582,2024-05-20T14:40:13.551Z,Gampaha,WET,Flood,4,5504,4,Boats|Rescue Teams|Dry Rations|Medical Kits,32,RESOLVED,SENSOR
INC-2022-2583,2022-12-11T18:21:19.364Z,Kalutara,WET,Landslide,1,181,0,Dry Rations|Medical Kits,136,RESOLVED,CITIZEN
INC-2024-2584,2024-09-18T10:44:18.830Z,Colombo,WET,Flood,2,3120,0,Dry Rations|Medical Kits,114,RESOLVED,CITIZEN
INC-2026-2585,2026-04-12T05:28:20.927Z,Kegalle,HILL,Flood,2,7924,0,Dry Rations|Medical Kits,51,RESOLVED,MEDIA
INC-2022-2586,2022-07-01T03:02:19.459Z,Kalutara,WET,High Winds/Cyclone,1,990,0,,47,RESOLVED,CITIZEN
INC-2018-2587,2018-03-27T01:52:18.645Z,Kegalle,HILL,Landslide,1,44,0,Dry Rations|Medical Kits,34,RESOLVED,CITIZEN
INC-2022-2588,2022-02-27T19:01:39.236Z,Trincomalee,EAST_NORTH,Animal Attack,1,9,0,Wildlife Officers|Veterinary Kits,57,RESOLVED,SENSOR
INC-2025-2589,2025-11-07T13:43:51.135Z,Galle,WET,Animal Attack,1,8,1,Wildlife Officers|Veterinary Kits,75,RESOLVED,OFFICER
